UNITID,EFTOTLT,RET_PCF,RET_PCP,STUFACR,risk_score,low_retention,pct_black,pct_hispanic,pct_white,pct_international
107071,2055,62,7,14,0.4224792460946442,1,0.3260340632603406,0.036982968369829686,0.5562043795620438,0.025304136253041364
107080,1110,80,NA,11,0.36600415011192744,0,0.07477477477477477,0.08378378378378379,0.6927927927927928,0.02072072072072072
107099,86,78,NA,22,0.4099421570758211,0,0.046511627906976744,0.13953488372093023,0.7093023255813954,0
107141,2350,81,50,15,0.33651645078740267,0,0.03872340425531915,0.11659574468085106,0.6719148936170213,0.06468085106382979
107220,245,59,NA,13,0.38063666466223633,1,0.07755102040816327,0.19183673469387755,0.6326530612244898,0
107293,52,78,NA,20,0.4032700420266078,0,0.019230769230769232,0.09615384615384616,0.8076923076923077,0
107318,1022,58,51,11,0.42427854630178846,1,0.576320939334638,0.036203522504892366,0.32289628180039137,0.009784735812133072
107327,1461,64,47,20,0.43819570528589546,1,0.29637234770704995,0.06707734428473648,0.6016427104722792,0
107442,39,67,NA,18,0.4003403872491266,1,0.8974358974358975,0,0.10256410256410256,0
107460,2089,54,44,14,0.3691372223925389,1,0.014360938247965534,0.11201531833413117,0.781235040689325,4.786979415988511e-4
107488,206,59,0,8,0.36413927417890907,1,0.04854368932038835,0.3300970873786408,0.5145631067961165,0
107512,1858,83,20,14,0.3702546316752034,0,0.05543595263724435,0.06189451022604951,0.8116254036598493,0.01883745963401507
107521,1983,54,57,13,0.3989911318545237,1,0.16288451840645488,0.1129601613716591,0.6696923852748361,0
107549,1069,64,55,13,0.3732914375353875,1,0.007483629560336763,0.019644527595884004,0.9569691300280636,0
107558,778,69,NA,14,0.3261448601951593,1,0.061696658097686374,0.13496143958868895,0.43444730077120824,0.2802056555269923
107585,2248,61,35,21,0.40920394341310373,1,0.0898576512455516,0.13167259786476868,0.6943950177935944,8.896797153024911e-4
107600,780,66,63,11,0.4150919085313894,1,0.791025641025641,0.03076923076923077,0.0641025641025641,0.08076923076923077
107619,1199,66,79,11,0.4276016725351139,1,0.5020850708924104,0.03753127606338615,0.42952460383653046,0
107637,916,44,42,8,0.41581101608839455,1,0.618995633187773,0.1277292576419214,0.21724890829694324,0.004366812227074236
107655,42,92,NA,14,0.3843137380598487,0,0.19047619047619047,0.023809523809523808,0.7380952380952381,0
107664,4478,56,46,16,0.562884431593432,1,0.45355069227333633,0.12952210808396605,0.3182224207235373,0.006029477445288075
107725,1305,67,35,12,0.40220755401521147,1,0.2689655172413793,0.1371647509578544,0.5164750957854406,0.0038314176245210726
107743,786,63,63,19,0.3856477989363197,1,0.013994910941475827,0.11959287531806616,0.6921119592875318,0.039440203562340966
107789,99,95,NA,9,0.36686568459941854,0,0.010101010101010102,0.1919191919191919,0.7474747474747475,0.010101010101010102
107831,54,80,NA,18,0.39691187915619186,0,0.05555555555555555,0.05555555555555555,0.8888888888888888,0
107840,287,39,25,16,0.40650905655254455,1,0.6132404181184669,0.027874564459930314,0.3310104529616725,0
107877,517,70,NA,14,0.37360750907184503,0,0.09477756286266925,0.03288201160541586,0.7562862669245648,0.08123791102514506
107974,1207,57,28,12,0.4069153072710522,1,0.3371996685998343,0.0695940347970174,0.5294117647058824,0.009113504556752278
107983,4732,66,21,16,0.2608987621601325,1,0.19547759932375317,0.04142011834319527,0.5519864750633982,0.15553677092138632
107992,991,57,32,11,0.40443960115333855,1,0.3854692230070636,0.04742684157416751,0.467204843592331,0
108065,8,83,100,15,0.3878756966198081,0,1,0,0,0
108092,5496,70,54,18,0.3547569251024849,0,0.04330422125181951,0.20014556040756915,0.5698689956331878,0.010189228529839884
108232,5498,75,42,14,0.18968850188846267,0,0.1298654056020371,0.18006547835576572,0.2819206984357948,0.1655147326300473
108667,6141,62,32,38,0.48927865150146255,1,0.17407588340661131,0.3027194268034522,0.15844325028496986,0.005536557563914672
108807,11463,68,41,28,0.42308409596475577,1,0.018494285963534852,0.7080170984907965,0.1839832504579953,0.0010468463752944255
108852,112,73,NA,12,0.367057191319238,0,0.08928571428571429,0.08035714285714286,0.38392857142857145,0.3482142857142857
108977,334,94,67,25,0.42222112589018257,0,0.08383233532934131,0.7215568862275449,0.12574850299401197,0.005988023952095809
109040,2168,77,NA,29,0.4519816286767963,0,0.12638376383763839,0.6383763837638377,0.058118081180811805,0
109208,30462,72,46,29,0.31004682571079123,0,0.06306217582561881,0.31051802245420523,0.36711312454861794,0.0015429059155669359
109651,2308,86,NA,9,0.1300550603733988,0,0.011265164644714038,0.08578856152512998,0.1048526863084922,0.4718370883882149
109721,315,55,NA,13,0.38682104306461534,1,0.26666666666666666,0.14285714285714285,0.5174603174603175,0
