UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
206622,5501,643,362,3905,96,77,NA,10,0,0.3628527455209758
206695,12204,1017,556,8131,1362,76,41,20,0,0.12348439719247577
206835,880,73,125,459,52,50,NA,15,1,0.37156048698993943
206862,2198,334,336,1109,53,73,NA,15,0,0.38595903114845587
206905,369,4,10,139,0,100,100,10,0,0.36376488598964185
206914,3696,321,645,1734,81,67,20,18,1,0.36638123032779835
206923,1851,27,177,782,2,10,10,23,1,0.38352865369215106
206932,477,134,84,165,0,65,75,14,1,0.3928281878044825
206941,12554,965,1744,6375,830,65,48,18,1,0.18026581105934433
206996,2376,122,45,873,59,66,47,22,1,0.360278443498271
207041,3377,210,289,1670,238,61,10,18,1,0.3133508567165274
207050,1285,61,43,681,1,57,40,16,1,0.3757447014525049
207069,2184,72,295,1389,0,61,38,21,1,0.390967410802182
207087,39,3,3,31,0,22,NA,9,1,0.3676557644436444
207102,86,28,5,36,0,53,NA,17,1,0.39560072461177453
207157,298,14,76,131,19,56,0,11,1,0.36775596023307394
207209,1937,1423,109,78,100,54,0,17,1,0.4992743849635147
207263,6751,335,533,2980,211,60,22,16,1,0.27068660557154883
207281,3138,154,342,1897,46,67,39,20,1,0.371015613788927
207290,1962,262,73,877,51,56,23,25,1,0.40325557452044025
207306,2079,135,297,1328,32,65,50,15,1,0.3734128750507588
207324,2851,366,264,1655,0,73,0,19,0,0.4064892465851951
207351,1021,109,249,478,65,56,0,17,1,0.3796532381602492
207388,27278,1099,2616,17137,1512,85,66,19,0,0.054014972670129204
207403,1569,94,54,922,15,72,100,16,0,0.3737599259310006
207449,11475,1080,2711,4656,217,60,27,21,1,0.33842840725044226
207458,2966,186,374,1636,304,84,NA,11,0,0.28897695710861104
207500,30851,1692,4119,16708,1818,90,77,18,0,0.04038612855462328
207582,5936,712,800,2042,1099,80,21,18,0,0.16402665520406579
207661,3272,129,289,1711,66,70,64,18,0,0.34696126951906725
207704,95,11,19,41,0,14,24,6,1,0.3581448289579271
207722,1027,35,120,597,66,66,100,13,1,0.35569191255182453
207740,1488,59,102,856,17,55,30,18,1,0.37789908857320886
207786,21,0,1,16,0,86,NA,24,0,0.41671306757212667
207847,5851,455,519,3271,84,63,37,25,1,0.3707722523493015
207856,399,46,33,164,71,58,50,13,1,0.3619756407553069
207865,5186,226,645,3177,103,68,35,19,1,0.34094644139663466
207935,15655,1208,2671,7359,406,61,43,20,1,0.2510594454464528
207962,892,186,151,362,0,79,NA,30,0,0.44724813269205305
207971,3914,239,415,1883,410,92,71,10,0,0.2519939095170189
208035,1162,68,279,591,37,56,32,20,1,0.39042567560647673
208044,29,0,5,22,0,80,NA,10,0,0.3706589633341514
208053,322,3,65,175,0,11,19,15,1,0.38384902116014513
208275,1407,12,456,612,5,51,71,18,1,0.38352826022133224
208318,4332,46,644,2911,0,62,44,14,1,0.3467181494945987
208406,5545,145,1184,3251,18,66,41,17,1,0.3531454542561326
208415,754,6,142,367,0,48,31,8,1,0.35560934838723496
208433,58,0,14,40,0,88,NA,14,0,0.383456080111954
208479,172,14,62,27,0,62,NA,35,1,0.45342960311133235
208512,532,120,69,262,0,100,NA,13,0,0.3878241617011287
208646,2894,51,408,1982,23,71,45,14,0,0.35600255458957825
208725,56,2,10,24,4,67,0,13,1,0.37903650513147147
208822,4916,142,650,3337,29,83,0,17,0,0.3534653791163617
208859,43,0,3,36,0,90,NA,7,0,0.36088600620967215
209056,3504,93,421,2151,158,89,NA,12,0,0.3104668640107817
209065,1709,33,381,982,23,80,NA,10,0,0.35299873605806875
209074,5242,62,644,2952,29,64,41,17,1,0.3258322576943259
209083,37,1,9,19,0,40,NA,6,1,0.35782268481063434
209153,32,1,11,17,0,93,NA,6,0,0.35799109503518073
209205,35,2,10,16,0,60,NA,7,1,0.3611480693381861
209241,127,2,36,50,15,100,NA,6,0,0.35329435034660284
209409,761,16,117,492,23,76,NA,12,0,0.36588227751677643
209506,5299,77,877,3335,60,69,23,17,1,0.3344229084898999
209542,37163,819,4676,22796,2197,88,76,18,0,0.015240178810646888
209551,24404,715,3902,14648,824,86,60,19,0,0.11433061714421916
209603,466,21,76,275,8,69,0,9,1,0.3630835036197491
209612,3427,91,543,1580,162,79,100,10,0,0.29747952217350415
209667,59,0,8,37,0,91,NA,7,0,0.36059436193378613
209676,101,0,18,67,0,92,NA,14,0,0.38289916094405363
209694,38,3,9,18,0,80,NA,7,0,0.36119430954619963
209700,212,23,41,120,0,86,NA,19,0,0.40085610386742027
209719,66,2,9,54,0,91,NA,11,0,0.3738782998445164
209746,20861,1136,4770,10406,166,63,41,19,1,0.2735992187448214
209807,19951,1042,3933,9488,1081,76,48,17,0,0.11008791138343749
209825,3285,96,665,1300,142,88,0,9,0,0.3012030314504465
209922,1358,23,164,779,124,88,0,9,0,0.32421667687593514
209940,4009,52,967,2425,4,53,37,18,1,0.3683314760223678
210146,5113,70,487,2072,39,68,42,23,1,0.3226279234170117
210155,1551,20,222,1024,49,57,41,13,1,0.35521542333543954
210234,1483,23,376,769,3,58,42,15,1,0.3742936180827209
210270,2582,42,352,1771,1,67,42,16,1,0.36925765137059097
210304,378,44,118,125,2,92,0,14,0,0.3841741745158712
210331,1029,25,142,641,5,78,NA,17,0,0.3836543071809798
210401,2180,48,334,1229,68,87,NA,13,0,0.3438129975773964
210429,3722,109,947,2139,27,73,28,13,0,0.35539974338192043
210492,255,41,21,143,12,73,NA,8,0,0.36293622556285987
210571,1380,275,287,644,34,62,NA,11,1,0.38272306679115886
210599,886,657,64,93,0,62,NA,24,1,0.4797780251491602
210605,10609,1944,520,6168,1,63,47,16,1,0.4739381284824215
210669,1171,104,80,804,69,78,NA,8,0,0.3467336033488513
210711,70,18,25,19,0,73,NA,10,0,0.372255563155992
210739,2972,163,418,2055,7,83,25,12,0,0.3668902055843322
210748,70,3,0,65,0,100,0,10,0,0.37061145500121345
210775,2796,270,425,1779,75,72,NA,14,0,0.36950390231338637
210784,160,59,31,49,0,74,67,13,0,0.3852993193262341
211006,366,30,150,171,0,67,100,15,1,0.3886667800715655
211079,1936,116,86,1501,2,54,47,17,1,0.38614925805759237
211088,3404,503,267,1801,103,79,80,10,0,0.3559925503167706
211273,1679,99,151,878,191,92,NA,8,0,0.3077677722419635
211291,3969,165,354,2882,203,94,NA,9,0,0.3003599794228775
211307,6232,440,820,4135,33,75,52,14,0,0.36390063798102507
211316,82,0,5,71,0,94,100,15,0,0.38640557841528944
211334,26,1,1,23,0,89,NA,8,0,0.36434852306577997
211343,2317,50,51,2035,10,65,48,12,1,0.35937618247098785
211431,2416,390,101,1707,20,84,63,12,0,0.39062880145215356
211440,15888,494,987,2805,6674,98,NA,5,0,1.404314957975683e-4
211468,1290,126,199,643,61,71,NA,9,0,0.3511638413185761
211477,684,121,68,377,26,65,45,7,1,0.3602755949313533
211556,2309,188,116,1463,60,78,100,10,0,0.3476652419153485
211583,1288,333,139,464,25,62,29,10,1,0.3827011488473361
211608,617,542,34,4,0,69,27,15,1,0.43912895685131886
211635,152,12,1,127,1,31,NA,10,1,0.37046427988967745
211802,90,1,0,87,0,39,NA,7,1,0.36065917223707117
211893,161,3,4,44,79,100,NA,2,0,0.32412204949964973
211927,7402,2356,752,3061,92,60,46,14,1,0.5343800866540748
211981,2199,178,211,1482,6,69,NA,14,1,0.3789090799841593
212009,2314,82,174,1529,296,92,NA,11,0,0.28863770951074785
212045,178,10,9,151,0,83,NA,13,0,0.3801897589866795
212054,21153,2250,1773,9077,2382,90,84,9,0,0.03229914904269721
212106,8234,502,444,6140,457,84,0,12,0,0.2484080145449836
212115,5633,1058,1006,3063,44,72,57,21,0,0.46397416525110974
212133,8727,1899,1065,4108,197,65,38,21,1,0.4643178000737061
212197,2283,65,148,1909,39,84,100,13,0,0.35882644389301027
212230,49,4,11,34,0,100,75,13,0,0.38073801896081017
212267,90,16,29,26,0,81,52,17,0,0.39452179905593854
212276,85,11,23,31,0,87,50,21,0,0.4072083953493237
212294,69,4,11,38,0,92,63,19,0,0.39991972036245155
212300,74,3,19,39,0,83,70,24,0,0.41660045687736913
212328,99,18,38,28,0,63,39,20,1,0.4047842757671367
212337,130,104,14,4,0,82,44,16,0,0.4002072832890665
212355,176,19,27,117,0,84,75,24,0,0.4175982093546329
212382,152,55,25,27,0,81,52,17,0,0.39747363489759274
212391,90,7,39,27,0,81,40,15,0,0.3871650774627644
212434,221,41,10,155,0,80,NA,10,0,0.3731738871584626
212577,1808,87,165,1068,306,90,NA,9,0,0.2853311799195487
212601,4189,231,161,2269,1064,76,0,11,0,0.1433189919981998
212656,1366,90,55,1006,32,78,100,15,0,0.374009239887083
212674,2812,124,288,1898,291,91,NA,10,0,0.28895290193594525
212753,110,37,24,21,0,74,56,13,0,0.38316905354114
212805,2383,12,17,2119,27,88,NA,13,0,0.3526876817696045
212832,2017,325,104,1153,2,78,NA,12,0,0.3863056176868498
212869,908,381,140,247,78,50,30,6,1,0.3694921095176569
212878,12585,1309,1730,7576,270,54,44,13,1,0.3296078135246017
212911,1431,63,164,703,157,94,NA,8,0,0.31478057810239685
212975,146,15,1,95,0,85,NA,6,0,0.35774924729200924
212984,3225,501,495,1734,61,78,0,14,0,0.39018850755798906
213011,2512,232,230,1822,30,83,100,11,0,0.36908681704119645
213020,9073,765,407,6756,373,75,10,23,0,0.31397650923753345
213163,326,44,6,228,0,38,NA,12,1,0.37838128231455853
213181,335,37,27,243,0,74,100,14,0,0.38478310871254856
213233,678,36,58,440,1,75,67,12,0,0.3730433206464203
213251,1321,63,119,885,117,83,NA,11,0,0.33861154528945486
213303,952,144,83,600,14,57,0,12,1,0.3796050597562654
213321,1939,110,248,1419,24,76,100,13,0,0.3704651210399065
213330,14,0,0,14,0,90,NA,14,0,0.3837334496337617
213349,7467,464,972,5405,107,78,NA,20,0,0.36505485474338545
213358,2153,133,63,1472,172,69,100,11,1,0.3214631721718779
213367,3153,803,506,1334,143,74,NA,12,0,0.395119183923379
213376,2211,280,357,1230,6,83,100,21,0,0.4137020349283876
213385,2775,162,272,1844,189,90,NA,10,0,0.3148526777462519
213400,2519,706,35,1447,0,79,100,19,0,0.4485083953368598
213455,402,31,91,192,0,83,59,20,0,0.402683110449456
213473,93,47,10,33,0,56,NA,10,1,0.37500782326879195
213491,42,3,2,35,0,100,96,12,0,0.37730110666281025
213507,2146,59,130,1782,18,83,50,11,0,0.3573694017208862
213525,6221,475,1889,3200,11,59,41,17,1,0.39777067677683553
213534,556,88,272,137,0,85,NA,18,0,0.40342392157766305
213543,7692,346,766,4392,995,94,NA,10,0,0.13833713134506354
213570,628,148,285,143,0,68,NA,25,1,0.43303929602492053
213589,345,163,98,42,0,71,NA,27,0,0.4418857697136738
213598,1670,1410,90,11,35,73,35,12,0,0.5033998629643943
213622,97,11,0,76,0,100,NA,8,0,0.36462578086286435
213659,4460,283,1083,2348,6,60,46,15,1,0.37543367287169893
213668,1012,116,131,629,35,76,NA,10,0,0.36502259265059755
213774,567,182,82,178,0,56,NA,12,1,0.389821664639933
213826,2530,74,297,1898,55,80,33,11,0,0.34710853139653564
213914,183,10,3,157,0,80,NA,15,0,0.38650066157786844
213987,2632,180,138,1881,159,80,75,14,0,0.3365923229300914
213996,3373,159,287,2537,75,89,0,12,0,0.34497035433515716
214023,26,0,26,0,0,67,NA,7,1,0.3613302464541966
214041,6975,567,731,5144,101,77,21,19,0,0.3770708674430197
214069,2200,95,162,1776,12,78,100,11,0,0.36252234878488004
214111,9278,1408,1141,4748,160,67,50,19,1,0.4031289931782816
214148,549,86,34,257,0,81,NA,9,0,0.3687822963477818
214157,2745,148,422,1816,22,79,33,10,0,0.3566052502144416
214166,2955,48,0,1486,47,56,100,11,1,0.31552899517837785
214175,1788,127,227,1216,20,90,NA,9,0,0.3599715760360785
214272,2244,648,161,1048,35,72,NA,13,0,0.4152532976469347
214290,700,120,17,519,0,79,NA,15,0,0.3934540984742135
214379,8810,997,2493,3605,69,64,39,19,1,0.4065455456768831
214476,71,40,0,31,0,36,NA,8,1,0.36797933498324364
214528,340,177,66,67,0,81,NA,16,0,0.4062994064128991
214582,810,547,18,141,0,50,0,17,1,0.4431851501098143
214591,3336,138,167,2511,165,83,14,12,0,0.31862085518659533
214625,421,28,34,323,4,85,0,9,0,0.3659670178802189
214634,265,30,13,205,0,66,50,7,1,0.3620948386590974
214643,315,30,28,237,1,81,NA,10,0,0.3711858213301843
214652,800,42,87,547,11,79,NA,11,0,0.36787469450228005
214670,867,66,184,436,11,83,0,14,0,0.37920054384140073
214689,2371,187,225,1622,108,80,40,13,0,0.3508807630917796
214698,482,50,33,331,14,76,NA,12,0,0.3742599817286501
214704,1884,161,291,1092,68,77,20,13,0,0.36187898113517425
214713,4478,438,411,2090,689,82,40,15,0,0.2219531188640778
214731,1236,230,135,588,34,73,25,15,0,0.38814557814204786
214740,350,13,13,314,0,86,NA,9,0,0.36630598402340997
214759,405,20,9,354,0,78,NA,9,0,0.36629921162086654
214768,502,43,125,283,8,75,0,12,0,0.37617449500886363
214777,50737,2199,4396,29392,7539,93,85,16,0,3.988943848684511e-5
214786,352,70,24,201,4,78,0,9,0,0.37015743921049354
214795,582,30,43,453,6,83,NA,10,0,0.3673508619334367
214801,2885,369,369,1275,176,77,83,14,0,0.3419836505888125
214810,624,71,83,424,4,78,100,14,0,0.3853134172953712
214829,677,54,77,433,36,77,100,14,0,0.3737845580075122
214892,265,43,7,199,0,83,NA,9,0,0.36977737889889145
214944,771,171,187,354,0,31,100,16,1,0.4029715273212232
214971,41,9,3,21,2,0,NA,2,1,0.345473039058221
215008,64,1,0,63,0,94,NA,15,0,0.3867313050140328
215044,125,49,23,41,0,77,NA,20,0,0.4077615025881594
215053,414,61,13,250,1,85,NA,10,0,0.371865393252191
215062,29109,2035,2419,7969,6903,99,NA,8,0,9.653146369446733e-5
215114,1097,103,37,709,38,77,67,11,0,0.3620918802020602
215239,12926,4879,2390,1979,442,60,40,15,1,0.6337311680312115
215266,1009,99,84,683,31,66,NA,12,1,0.37006542500701645
215275,1321,95,68,945,20,69,NA,14,1,0.3747027580545657
215284,1813,100,77,1261,33,75,100,14,0,0.36486405982648756
215293,35724,1942,2226,21341,3174,92,0,13,0,0.007039115391673265
215309,36,0,0,31,0,62,NA,4,1,0.3513904709145716
215381,663,42,37,533,3,78,NA,15,0,0.38495094772064314
215390,374,35,10,320,0,82,86,14,0,0.3845493780193629
215442,3448,523,286,2269,133,74,0,12,0,0.3675260804533616
215530,83,6,2,75,0,92,100,10,0,0.37088671875151924
215585,5369,469,2153,2201,28,66,48,19,1,0.4114107489535262
215594,294,23,61,190,0,65,67,7,1,0.36159153745413203
215637,175,23,18,34,0,86,NA,20,0,0.4025250904826251
215655,5275,322,136,2639,609,83,25,14,0,0.20824495312929406
215682,475,77,14,353,0,82,NA,15,0,0.39094890986630504
215691,781,126,41,155,4,82,50,12,0,0.37337474362555123
215743,2963,114,63,2454,51,83,NA,16,0,0.3607877506710543
215770,7159,635,594,4588,256,89,50,11,0,0.302871716001765
215798,1440,74,73,1081,30,82,NA,11,0,0.3597524558706002
215886,102,8,9,80,0,88,64,7,0,0.3612985842917537
215929,4724,162,551,3297,232,85,0,11,0,0.2934235499999119
215947,1927,130,86,1465,0,81,NA,13,0,0.37483111740054453
215974,715,144,29,394,0,37,30,8,1,0.37073491381067303
215992,163,24,2,128,0,71,NA,9,0,0.36870627793192934
216010,5161,482,378,3854,54,77,40,18,0,0.38842889471022707
216038,8376,325,283,7067,235,84,50,20,0,0.30739329065742776
216047,170,2,24,117,16,58,NA,4,1,0.34661892810368233
216074,183,35,3,119,0,97,95,8,0,0.36609122480412837
216083,260,4,18,225,0,78,100,8,0,0.36284034197684817
216223,49,13,14,16,0,74,NA,12,0,0.3783050935822897
216278,2255,154,146,1705,29,86,NA,13,0,0.36837468909345644
216287,1623,153,251,490,219,94,NA,7,0,0.30131876043824674
216296,1470,183,237,946,2,75,25,15,0,0.3945945566157016
216311,112,0,0,106,6,85,NA,14,0,0.3813991805591086
216339,29640,5280,2953,12036,2028,83,53,12,0,0.11747549786124287
216357,950,98,41,738,9,73,NA,12,0,0.3768814480187636
216366,8238,1029,820,4051,419,82,NA,12,0,0.2813146630670965
216436,18,4,0,13,0,67,NA,6,1,0.35832874749103694
216445,31,4,0,26,0,78,NA,6,0,0.358234319987289
216454,20,0,1,18,0,79,NA,9,0,0.3674936219550832
216524,1502,146,120,1073,8,87,NA,10,0,0.37022875734076915
216542,589,65,139,318,23,78,100,12,0,0.37392256923965284
216551,97,11,14,48,0,82,NA,10,0,0.3708672605376365
216579,56,11,2,42,0,98,NA,14,0,0.3845521097491865
216597,10041,639,1018,6770,374,95,77,10,0,0.256000125681958
216667,1309,72,76,1006,23,81,NA,11,0,0.3634909269777415
216694,1231,98,58,998,6,72,100,12,0,0.3756070843260559
216746,55,3,10,41,0,100,100,15,0,0.3870854662573393
216764,17171,1864,1320,12318,91,83,67,20,0,0.42078068842249844
216773,164,40,7,105,0,58,NA,14,1,0.38653753632756777
216807,1191,61,57,809,4,81,NA,12,0,0.36834054138188976
216825,3990,160,112,3227,6,67,44,14,1,0.35920362223572655
216852,5713,1299,534,3156,112,78,0,11,0,0.42756113285159514
216931,5381,666,478,3547,178,72,33,13,0,0.3549972245294464
216940,322,60,20,204,0,81,NA,12,0,0.38042719791746876
217013,1907,112,118,1545,17,74,64,15,0,0.37843092103801645
217040,34,0,0,34,0,57,NA,9,1,0.3674034221064884
217059,3825,307,389,2703,38,78,0,15,0,0.37510177317680526
217077,642,114,102,310,0,63,NA,9,1,0.37291026448736725
217156,11956,928,1260,3542,2470,99,NA,6,0,0.025032293953748275
217165,3636,149,337,2619,232,87,NA,13,0,0.3070535715403621
217235,4303,472,702,2504,172,82,40,14,0,0.35168452486570156
217305,1922,235,298,1010,1,74,NA,11,0,0.3780087659594369
217323,646,156,269,162,0,75,NA,12,0,0.38999292018072407
217402,4666,117,399,3675,89,94,83,11,0,0.32473436865868227
217420,6155,670,1652,3075,7,73,50,15,0,0.4082433072070514
217475,12275,1160,2778,5374,1188,59,44,20,1,0.15860109635261363
217484,17210,829,1987,12060,493,84,48,17,0,0.22010180943701785
217493,2520,114,192,564,924,95,NA,8,0,0.15530406071739578
217518,4350,185,517,3014,63,81,50,10,0,0.33408026231282684
217536,2791,84,262,2094,80,83,NA,12,0,0.3411902308978035
217581,107,29,30,22,0,79,33,14,0,0.38573967566542
217606,122,10,43,55,8,40,0,6,1,0.3564136644783518
217615,2307,839,259,1029,0,53,38,15,1,0.45692328863247916
217624,610,563,24,4,9,45,0,12,1,0.42930198195762154
217633,4710,390,233,3495,0,82,NA,13,0,0.3743841718800172
217688,3832,686,298,2312,102,63,25,12,1,0.3852024261442278
217712,2461,686,529,1066,0,58,40,14,1,0.438703739637525
217721,1691,1276,48,19,165,57,45,13,1,0.4535524834309251
217749,2734,40,207,1909,224,82,75,11,0,0.2968079938065573
217776,980,167,74,668,13,69,0,10,1,0.37665594198629165
217794,100,54,10,32,0,67,58,10,1,0.3756489719538114
217819,11926,706,862,9337,168,82,40,16,0,0.3207385844386323
217837,1428,688,60,581,0,70,39,14,0,0.4438970766898002
217864,3793,355,336,2733,26,86,NA,11,0,0.37098695868990567
217873,1852,1632,14,42,49,75,NA,13,0,0.52503746771494475
217882,29077,1535,2260,21007,1695,93,80,16,0,0.05921085580311467
217891,126,114,5,1,0,58,100,10,1,0.38151578657843216
217907,1325,220,10,620,62,69,NA,12,1,0.36428942118980395
217925,2914,417,5,1153,167,53,0,13,1,0.33173954798892297
217934,1725,659,154,653,20,60,75,12,1,0.42379712697877103
217961,1787,214,143,960,117,80,NA,12,0,0.34873914452005234
217989,675,530,21,106,0,47,40,15,1,0.4377068321612156
217998,912,206,45,433,0,56,0,15,1,0.39681660309492406
218025,3522,1718,22,1389,1,58,34,18,1,0.5452738473636367
218061,4112,1358,229,1991,116,70,20,13,0,0.4534574764568723
218070,2554,164,180,1857,145,91,0,10,0,0.3286846906833905
218140,7923,1545,858,4918,4,64,40,21,1,0.5053173858561165
218159,118,54,7,57,0,93,100,20,0,0.40845700433785387
218195,127,82,7,36,0,100,67,20,0,0.4112951732057661
218229,4378,975,85,2907,102,70,14,18,0,0.43218490363080375
218238,1807,558,200,690,89,64,29,11,1,0.3901399452646881
218353,9226,3353,909,3641,0,49,33,15,1,0.6506512681245189
218399,383,351,2,3,0,41,NA,10,1,0.40370760644919435
218414,1536,537,27,796,39,69,NA,15,1,0.41821925898934187
218441,2304,218,125,1572,47,72,13,13,0,0.36681421309887513
218487,2106,1213,83,721,0,66,31,15,1,0.49949967563656783
218520,5143,1733,451,2711,0,61,39,18,1,0.5425782969016351
218539,1095,171,102,684,42,80,100,11,0,0.37118251128349095
218645,4022,888,365,2338,81,67,60,16,1,0.42669480359215145
218654,2208,405,284,1317,44,61,20,15,1,0.4000037575714025
218663,38532,4019,2423,26532,1681,92,38,19,0,0.1147508914688002
218672,2687,364,231,1760,42,43,100,24,1,0.41892865646306604
218681,799,236,46,382,29,43,22,14,1,0.39251797916464615
218690,1845,420,155,1025,61,59,40,18,1,0.4077207287424629
218706,1402,194,89,976,27,64,0,17,1,0.3942329209784799
218724,11348,1316,772,8319,126,77,17,17,0,0.40012839659528476
218733,3242,2939,3,47,5,56,6,19,1,0.6782071334668873
218742,4916,1437,395,2388,84,70,25,15,0,0.46864380254746396
218830,6653,1499,850,3621,0,63,42,16,1,0.4920502846207467
218858,2825,1224,137,1262,0,53,32,16,1,0.496299100570384
218885,5890,618,543,4295,0,55,42,20,1,0.4192645847220317
218894,13552,3857,1448,6738,0,59,34,21,1,0.6885006172365916
218919,578,512,2,27,35,56,58,13,1,0.42025829171345247
218955,668,489,5,156,1,70,56,9,0,0.41273375190967504
218964,4894,1529,410,2499,86,74,67,13,0,0.4774262805746892
218973,1817,132,102,1427,41,91,NA,12,0,0.3649622367277257
218991,4771,1116,542,2567,0,65,30,19,1,0.4755212901802824
219000,2390,137,122,1737,239,86,50,12,0,0.3107121859968077
219037,80,0,3,59,0,100,100,15,0,0.38612228991058034
219046,3346,62,156,2335,53,72,50,17,0,0.34616049823001394
219082,3774,167,162,2772,279,75,75,18,0,0.30758058742929417
219091,892,18,57,730,24,75,NA,12,0,0.36539055735536236
219125,66,1,0,50,0,80,NA,11,0,0.37336499556092273
219143,2312,35,65,2059,2,81,78,16,0,0.3734036876687525
219189,1186,6,35,1046,3,85,80,12,0,0.3665630395700898
219198,1284,61,90,904,74,68,NA,12,1,0.3521114854046572
219204,903,270,133,340,34,33,46,6,1,0.3683173492148359
219259,3708,75,147,3065,106,77,63,19,0,0.3468374424515708
219277,1188,2,3,25,0,62,40,10,1,0.33669330998010105
219347,2576,36,134,1986,149,84,67,12,0,0.3195730737209889
219356,12056,157,358,9749,826,84,60,17,0,0.14713246849110898
219374,592,0,0,60,0,100,78,16,0,0.37371316647481095
219383,1450,65,94,1111,17,74,NA,18,0,0.3854216812219196
219426,2659,198,85,2144,0,70,77,13,0,0.3766744880197999
219453,133,7,3,114,0,88,NA,13,0,0.38013205464949573
219471,10619,315,505,8118,820,79,46,16,0,0.16337323636785808
219480,1164,16,71,888,1,67,49,11,1,0.36334125378752685
219505,46,44,1,0,1,100,NA,5,0,0.3587361511273716
219587,63,3,4,55,0,86,NA,13,0,0.38043630633613285
219596,366,19,31,294,1,78,NA,25,0,0.4190729978801493
219602,10439,2014,1162,5582,284,70,34,14,0,0.41781627195447346
219639,891,415,55,325,0,53,75,6,1,0.39226153895611643
219709,8803,579,861,6349,94,87,57,12,0,0.3350999528671114
219718,2936,850,270,1432,83,54,10,15,1,0.42726518791159496
219790,1701,39,51,860,23,71,NA,14,0,0.35322769253053393
219806,2669,266,131,1989,109,74,0,12,0,0.35348214538764994
219824,7623,1150,871,4895,42,57,27,15,1,0.4320933059174338
219833,1772,347,256,349,460,75,0,9,0,0.27067017748653394
219851,101,30,5,57,0,75,NA,10,0,0.3730245898070625
219879,3282,195,336,2519,14,52,40,18,1,0.387164802585139
219888,5712,378,594,4205,39,55,40,19,1,0.38069301910695297
219903,517,263,35,29,0,67,NA,32,1,0.46418688902932803
219949,3457,344,277,1896,591,59,100,19,1,0.25847149284998594
219976,5017,472,487,3415,131,84,0,13,0,0.3505281740458811
219994,1628,181,153,1017,4,74,60,19,0,0.40100111303304076
220057,3296,669,192,2173,5,63,46,22,1,0.450760216483481
220075,13728,806,571,9732,444,76,62,15,0,0.22594880378404858
220118,252,34,9,74,0,31,NA,18,1,0.39555996657817066
220127,1850,62,111,1520,2,80,67,17,0,0.38322975390932434
220163,82,5,4,70,0,82,81,9,0,0.3675301581780891
220181,1059,837,9,1,0,74,50,12,0,0.45275216688579145
220206,389,14,35,298,4,61,67,8,1,0.3614681369163451
220215,2306,292,5,1784,0,86,NA,10,0,0.3785455282879182
220251,729,22,65,489,3,79,25,20,0,0.39672546681043674
220279,1014,44,107,714,10,91,64,17,0,0.38580939052303853
220321,2416,150,157,1615,66,79,50,20,0,0.37496118826856756
220394,455,2,8,405,1,98,0,17,0,0.38936628221009406
220400,3518,778,139,2319,16,54,26,23,1,0.4603619865548235
220464,166,25,4,132,0,69,0,13,1,0.38184017149225596
220473,978,83,60,676,87,69,18,12,1,0.3547075288899652
220491,201,45,19,112,0,77,80,20,0,0.4064126472729074
220516,1157,64,54,839,68,60,33,11,1,0.3518807089343489
220552,11557,4361,189,5362,363,52,100,25,1,0.6655582635836768
220598,738,474,3,6,13,44,0,15,1,0.42207973760119505
220604,659,608,14,5,29,47,11,10,1,0.4215061456375136
220613,3714,152,110,2669,108,82,17,13,0,0.32708643075792526
220631,6081,305,365,4324,126,72,60,10,0,0.30830588570124917
220640,1055,17,76,760,6,81,100,25,0,0.40853981745548573
220701,1046,53,58,796,73,77,0,14,0,0.3613043547479831
220710,1136,92,86,794,71,71,NA,12,0,0.35840323709899635
220756,155,11,10,126,0,68,0,13,1,0.3804740401883924
220765,300,106,33,121,0,63,45,20,1,0.4118817335423985
220853,1960,1173,178,411,22,62,53,20,1,0.506229577038715
220862,20276,7083,2129,7556,1510,77,50,16,0,0.5480559686027072
220978,20488,2737,2013,12929,657,80,60,17,0,0.3205840080276229
221050,749,10,87,623,3,76,33,20,0,0.3984482130159807
221096,5980,607,776,3887,95,55,46,22,1,0.39631660444431405
221102,928,166,166,480,10,79,61,20,0,0.4105137384939315
221148,967,308,129,457,0,73,NA,25,0,0.44541862247107633
221184,7533,2267,1098,3274,74,44,47,21,1,0.5641684209985259
221236,2284,434,166,1370,5,64,32,20,1,0.42508284731519613
221281,278,25,17,218,0,77,NA,11,0,0.3743518838706106
221333,742,29,61,603,1,89,65,10,0,0.36761593113799285
221351,1861,176,139,1088,118,92,100,9,0,0.33515953716200336
221397,5002,115,236,3796,11,58,50,18,1,0.35193733667341415
221430,1659,117,91,1374,3,74,50,25,0,0.4183588249478665
221485,7004,4571,725,1207,47,46,19,20,1,0.7885295347923176
221494,623,32,63,458,3,100,85,20,0,0.400495311190594
221519,1724,74,90,1396,66,89,NA,9,0,0.3441636095658348
221582,559,2,9,297,0,77,75,7,0,0.3518765322577144
221591,768,7,55,619,2,71,100,20,0,0.39655006524832653
221607,812,19,108,598,2,84,80,15,0,0.38160865186297743
221616,3117,1014,222,1405,8,82,100,20,0,0.47707892745190017
221625,1581,157,131,1135,9,66,100,20,1,0.403480697581357
221643,9399,614,871,6953,102,58,55,19,1,0.3555303466135608
221661,3229,216,814,1247,231,83,60,19,0,0.329952219567959
221731,1198,54,64,814,164,72,NA,12,0,0.33007320954003755
221740,11775,1167,788,8658,139,73,41,18,0,0.37661876784535464
