UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
117238,150,54,65,20,0,86,NA,25,0,0.42533587361550557
117247,9328,1875,2764,1580,52,54,30,31,1,0.5118037355424758
117274,2038,178,623,874,0,57,42,16,1,0.39154323611830627
117557,436,49,15,57,306,89,NA,15,0,0.3104087040911544
117575,161,23,26,74,4,0,0,9,1,0.36724199889922543
117627,1574,133,747,193,141,77,100,12,0,0.3419068486562653
117645,24985,2978,14971,3044,87,71,38,29,0,0.6019064297106361
117690,9463,1117,5607,1224,23,72,21,27,0,0.4915120387549373
117706,16906,823,8378,4788,137,76,40,30,0,0.3798079217351464
117715,5371,1835,2509,572,7,52,21,22,1,0.5805623581127404
117724,12519,1614,9451,614,41,65,32,26,1,0.5711566708425905
117751,2860,92,662,1558,63,85,88,13,0,0.34814822395023015
117788,14611,1212,7968,2738,381,67,27,30,1,0.37842131994056283
117894,8455,1116,3897,1573,32,74,46,23,0,0.4561605126443477
117946,10179,808,2793,3732,907,89,100,10,0,0.16916521719402605
117955,229,3,175,42,3,83,100,20,0,0.4030459622537513
118134,70,2,56,10,0,80,100,9,0,0.36786134751612337
118161,86,2,29,52,0,86,NA,10,0,0.3706625539345788
118198,2000,730,461,560,0,77,52,30,0,0.4996188761781013
118347,4838,152,1750,2144,77,71,51,17,0,0.35448645943250406
118684,4225,98,1571,1569,8,63,32,16,1,0.3605764362617681
118693,810,41,255,132,187,70,NA,14,0,0.3317087055957143
118718,12472,473,8228,2054,45,63,33,28,1,0.41949413253167195
118772,7022,1590,2371,1157,34,55,27,33,1,0.535574667858931
118888,640,34,34,110,219,0,NA,7,1,0.3004343748742257
118912,11478,410,4999,3914,83,91,NA,18,0,0.33601975774882464
118930,6909,276,2416,796,118,73,30,26,0,0.31938436384317487
118958,90,1,83,1,2,100,83,15,0,0.3867847149560177
118976,18258,588,10576,4975,171,71,43,32,0,0.3846533256174156
118994,411,173,136,30,2,89,NA,21,0,0.42131127646760197
119067,7173,196,3589,2053,26,68,35,23,1,0.37950594487645856
119164,29971,1046,19866,2403,248,77,54,26,0,0.3010571106379065
119173,2312,161,1297,250,24,71,100,8,0,0.35746183747810334
119216,17627,991,9103,3703,0,63,40,32,1,0.41864348043453475
119270,824,58,63,180,361,80,100,6,0,0.26779932784265065
119331,4844,226,2334,1171,14,72,51,21,0,0.3886550972325162
119553,1258,164,375,338,0,82,NA,23,0,0.4162468429994085
119605,22115,3267,7841,6607,1,53,29,16,1,0.5474535532954021
119775,273,33,91,59,5,63,NA,8,1,0.36347012708019344
119951,207,16,100,66,0,100,NA,26,0,0.42425530086883306
120069,381,50,251,23,0,67,NA,38,1,0.46830630109015303
120078,653,33,452,59,0,76,NA,26,0,0.4243527910532203
120087,294,25,201,34,0,68,NA,37,1,0.4628616262475846
120166,389,24,8,5,294,72,NA,10,0,0.29563875004383056
120254,1881,83,331,856,97,90,NA,9,0,0.32936884832524593
120290,9061,299,2221,1130,302,74,32,26,0,0.2301576397947236
120342,17096,268,6398,4946,806,74,51,27,0,0.1409155787794873
120403,1267,79,295,322,238,74,NA,9,0,0.30221843582466623
120421,7361,134,5622,833,19,76,39,28,0,0.42428344672271967
120537,1025,68,249,355,14,52,67,13,1,0.37099895903982966
120661,147,9,43,4,0,95,NA,15,0,0.38527377143531544
120838,101,0,0,0,100,100,NA,12,0,0.3503994799199371
120865,974,46,261,154,26,89,NA,12,0,0.35957267996236636
120883,6944,240,1678,1250,777,88,50,13,0,0.1543963088377761
120953,3833,444,1883,948,2,52,23,22,1,0.43410354337768875
120971,19550,573,9728,6181,92,70,39,25,0,0.34037784210522815
121044,24597,998,11652,3905,548,76,43,23,0,0.17703457373938083
121150,8976,724,1994,3762,617,88,NA,12,0,0.2203888613332635
121257,1242,52,148,580,119,94,0,10,0,0.33032743514675744
121309,4757,128,1464,2281,51,86,NA,13,0,0.34141045405473996
121345,1700,154,288,482,235,98,NA,7,0,0.29680907778249543
121363,4784,66,3833,544,4,51,12,25,1,0.421914233087726
121433,93,0,66,1,26,85,NA,20,0,0.3965265484442757
121637,112,1,25,78,0,83,NA,18,0,0.39630616572315946
121691,3087,195,1399,979,67,84,100,10,0,0.3544185555378801
121707,4706,123,1094,2270,1,56,39,17,1,0.3544665134046583
121859,254,13,194,25,0,95,90,15,0,0.3880370645339103
121868,196,10,126,45,0,100,74,15,0,0.38762311958415313
121886,17441,405,12202,2060,24,100,0,31,0,0.4063366203030192
121901,21730,1526,14840,2784,110,70,45,26,0,0.4874693484706002
122180,19920,1852,6458,5345,53,69,39,26,1,0.3739594247705701
122205,20764,509,6429,8749,400,77,39,27,0,0.20459386854404077
122339,13242,1331,6575,2892,15,61,36,22,1,0.4577456147101898
122384,14257,812,4551,4425,23,72,47,27,0,0.34239740958470133
122409,41137,1421,14962,13607,1345,91,79,27,0,0.05718970602446495
122436,9714,490,2508,4017,578,91,0,13,0,0.20879650555678078
122506,439,7,31,100,166,93,NA,5,0,0.3083372200841093
122597,22563,1396,8341,3621,1149,83,54,19,0,0.09689718062925869
122612,8913,668,1976,2286,977,84,50,11,0,0.13972172894793092
122658,20969,1685,10793,2750,20,68,45,45,1,0.47859728174730404
122694,798,36,561,109,3,67,NA,19,1,0.40094574231359026
122728,1865,100,434,782,188,77,50,10,0,0.3158657055602162
122746,8609,380,4345,1270,130,65,29,26,1,0.3509494829242504
122755,37661,1238,11208,6028,2735,87,62,25,0,0.005572831188760556
122791,9901,261,3502,2348,351,73,48,24,0,0.2469481670461079
122889,12334,288,4467,4593,331,65,51,24,1,0.26133929345016554
122931,9728,288,1882,3205,1322,94,50,11,0,0.08272932015532519
123013,17854,395,7593,6990,89,72,48,20,0,0.3046015790739747
123165,1137,43,130,602,51,94,NA,10,0,0.34795039830676067
123217,14494,251,10475,2583,19,71,53,29,0,0.426666827348434
123299,9073,183,1885,5342,0,100,100,28,0,0.3618319609404411
123341,19125,595,4352,10404,57,72,46,25,0,0.28810448421497975
123350,220,7,161,28,0,87,76,13,0,0.38075504109011565
123457,992,42,266,432,42,60,0,17,1,0.3772202974076769
123484,1575,43,301,918,18,48,19,13,1,0.36489349850711034
123493,91,23,28,14,0,93,NA,15,0,0.38849264553938606
123527,14055,1434,10074,1345,15,81,27,25,0,0.540981112118959
123554,2734,142,788,961,94,85,75,10,0,0.3322183401689129
123572,5891,164,2394,2436,32,79,58,17,0,0.3628048540797145
123642,306,13,156,80,0,50,100,15,1,0.38644529656215904
123651,2246,121,1003,697,11,70,56,13,0,0.3741156179322968
123679,214,10,78,13,1,95,52,13,0,0.3779709959837782
123800,20986,1091,13363,2922,67,70,39,26,0,0.41664275552772884
123952,418,11,63,69,212,91,NA,9,0,0.31133205176481304
123961,46566,2822,7948,10186,12374,96,67,9,0,1.4816176933676525e-7
124292,566,0,111,361,38,92,NA,11,0,0.35980628742680043
124681,1079,34,351,9,0,80,NA,25,0,0.40314854817251305
124706,222,13,110,5,0,80,NA,17,0,0.39230596759913183
124937,158,9,65,12,0,67,82,16,1,0.389132729049246
125028,12222,226,7933,2624,45,74,37,29,0,0.40214050067297386
125082,98,13,65,9,0,89,NA,20,0,0.40464276970430746
125091,8423,528,5129,1117,5,71,97,23,0,0.4186187491248565
125170,6278,1091,1999,1276,47,63,36,33,1,0.4795178389654196
125231,49441,20632,5033,17263,293,0,42,31,1,0.9984667115866251
125310,46,0,38,6,0,80,NA,15,0,0.3871075524114567
125462,4175,120,3243,429,10,70,37,28,0,0.4337367061854561
125499,7655,195,2379,2038,41,78,44,29,0,0.34091232073440303
125727,1310,35,304,677,23,85,NA,10,0,0.3557422665225894
125763,795,44,319,191,102,66,NA,8,1,0.3369055488632049
125897,849,43,226,334,45,74,67,13,0,0.36450428180866756
126076,163,0,0,161,2,95,NA,12,0,0.37559109145430697
126119,6320,175,2499,1839,2,62,44,21,1,0.36122976319939976
126182,2901,188,728,1536,8,51,8,14,1,0.37673208380376555
126207,8542,141,2841,3464,8,72,46,17,0,0.32523005747832
126359,139,6,49,74,0,68,NA,17,1,0.3935276518351947
126562,23124,1234,5013,11262,1760,73,54,17,0,0.05876998936982204
126580,11354,555,2167,6843,191,68,38,15,1,0.29857610981051463
126605,397,25,90,229,0,75,NA,14,0,0.3831510494983559
126614,38799,719,5027,25110,2495,90,60,19,0,0.01152088218236689
126669,9951,1181,1292,5967,0,84,27,17,0,0.4200545132797333
126678,2056,48,220,1389,106,94,NA,9,0,0.32623591630501547
126711,5494,52,1696,3336,0,40,34,10,1,0.34393329870761147
126775,8044,117,1006,5236,602,93,50,18,0,0.20357134771600888
126784,85,1,10,63,0,93,NA,10,0,0.37019380679879704
126818,34096,901,4979,22988,1906,86,54,17,0,0.03292575684036977
126827,31830,6395,782,8486,0,51,42,31,1,0.5002506785958539
126863,8833,1500,2919,2183,814,61,40,15,1,0.2656968117911091
126915,304,3,108,166,0,100,94,6,0,0.35664663115508416
126951,1212,138,465,472,0,70,NA,25,0,0.42732819448107223
127060,12813,693,1821,8049,702,89,65,9,0,0.1808079177309713
127158,6123,332,2425,2984,24,93,91,11,0,0.3728087915684981
127185,3544,54,512,1618,33,66,42,14,1,0.330407547201259
127200,21970,401,5970,12378,407,100,33,22,0,0.20456216394477889
127316,248,43,79,103,0,93,81,8,0,0.3672585355892706
127389,690,17,288,304,34,56,24,16,1,0.3797486839698601
127556,9785,135,2018,6285,128,79,39,18,0,0.30058154796053566
127565,18453,1453,6637,7982,148,63,35,14,1,0.37288661753695906
127653,1094,24,110,760,25,54,NA,10,1,0.35590660349692704
127732,1684,21,291,1215,61,73,52,18,0,0.3710160560627173
127741,8869,346,2196,5446,177,76,33,14,0,0.31514258443329485
127778,959,30,376,429,58,44,41,14,1,0.36674011489586084
127884,7284,261,2572,3470,41,0,0,20,1,0.3697523000633862
127918,4605,283,1263,2163,254,71,0,11,0,0.3032474336750383
127945,2061,289,330,1107,2,54,28,13,1,0.39017147112164463
128106,6851,335,2090,3424,75,64,30,16,1,0.35419973407365535
128151,1060,133,604,207,27,67,NA,20,1,0.4063755378645693
128179,679,120,133,392,0,52,NA,22,1,0.41835494521667627
128188,1077,56,396,541,0,60,NA,22,1,0.41011513350168693
128258,1613,116,727,566,40,64,59,16,1,0.3832562145090528
128328,4114,215,470,2590,59,97,NA,7,0,0.32550891635598506
128337,149,5,75,44,0,81,67,20,0,0.4031900966241538
128391,3568,145,675,2118,33,72,33,17,0,0.3664054153271755
128498,1239,345,322,439,50,67,0,17,1,0.4082461663721871
128586,46,0,0,44,2,71,NA,9,0,0.3667897835609814
128744,3838,816,633,912,1187,61,29,15,1,0.17247721155110285
128771,9997,1421,2002,5360,196,77,40,14,0,0.40047904950850466
128780,2012,432,446,942,18,100,67,15,0,0.41275067241048374
128896,209,42,66,70,0,77,NA,20,0,0.4063866842105809
128902,1990,98,227,1345,117,90,NA,9,0,0.3307673711752421
129002,402,165,106,81,0,30,NA,13,1,0.39458011402178716
129020,28306,1983,4109,14200,3247,92,73,17,0,0.011883575053223235
129154,2970,835,459,981,1,67,25,13,1,0.43397368565589595
129181,1008,157,261,338,0,75,25,27,0,0.4327838953384906
129215,4355,362,629,2771,11,84,0,15,0,0.38198520009926246
129242,6864,170,572,5190,173,91,0,12,0,0.29141347134309686
129349,178,45,56,62,0,97,100,21,0,0.41054683230751865
129367,36315,6189,11771,13712,254,69,51,15,1,0.7084548818878053
129482,402,162,156,55,0,60,74,16,1,0.40521465437335263
129525,6015,849,978,3149,326,83,0,11,0,0.3251353184126437
129534,719,12,119,478,26,91,100,6,0,0.3466885161163861
129774,442,59,91,234,3,59,NA,11,1,0.37572434534763366
129923,928,297,325,216,0,72,70,18,0,0.4224966864320445
129941,9229,757,1238,3400,3108,76,50,17,0,0.01934804046053994
130174,1373,428,404,293,0,49,9,15,1,0.4199812385813631
130183,16178,5702,2254,6170,190,33,21,20,1,0.7835979223628384
130226,9424,473,1128,6630,207,89,25,12,0,0.29447945826010175
130253,11022,481,1346,7001,1463,83,100,15,0,0.09401807984746739
130314,1952,209,319,1091,25,82,NA,10,0,0.3673738622590274
130493,9377,1701,2198,4360,77,78,75,11,0,0.45951359495069194
130590,2238,132,223,1282,300,90,50,9,0,0.28609251889136783
130624,1108,34,150,707,32,99,NA,7,0,0.3457397497168102
130697,4011,385,693,1825,356,95,NA,8,0,0.2767052241397911
130776,4169,440,1117,2031,28,73,38,11,0,0.37950264159505354
130794,15564,1147,1848,4944,3776,99,NA,5,0,0.005736340523127542
130873,355,212,46,64,0,91,NA,21,0,0.4263782515290128
130934,5327,3892,439,411,148,70,23,17,0,0.7122831035978182
130943,24412,1550,2292,14840,2760,92,20,16,0,0.020776969078568963
130989,1001,178,156,332,241,72,50,18,0,0.3436553410307674
131061,152,56,33,51,0,65,78,14,1,0.38855182084909745
131113,13746,3083,1661,6018,1528,61,31,12,1,0.19962617921307863
131159,12321,1187,1618,6136,1115,88,63,10,0,0.1404003229523065
131283,5243,443,858,2674,599,87,0,11,0,0.23278377856095087
131399,4202,2339,995,267,157,68,39,8,1,0.5383429755814617
131450,1335,205,282,587,56,71,NA,6,0,0.35261328791969626
131469,25374,2699,2647,10748,3673,92,73,13,0,0.00902978078677359
131496,20031,1185,1437,7588,3299,97,100,11,0,0.007130760929720856
131520,14890,10050,972,120,651,91,29,13,0,0.9190741362674734
131803,188,154,15,5,0,100,50,47,0,0.510670973077
131876,1948,1054,514,43,14,69,63,9,1,0.45781289539055836
132374,3304,1090,1013,1068,0,72,NA,17,0,0.492540854207781
132408,717,67,115,251,0,45,67,8,1,0.36071557141873156
132471,6825,1775,2106,1582,550,63,17,7,1,0.34950450175403486
132602,2853,1559,151,9,55,62,0,17,1,0.4992578289522956
132657,3514,314,577,1447,572,77,28,16,0,0.24962646666524768
132675,99,27,2,64,0,64,43,7,1,0.36314236249102544
132842,818,34,670,48,11,83,63,12,0,0.3773896432341568
132903,69713,6153,21070,29662,3215,92,88,28,0,0.030503650701709663
132976,330,38,72,195,1,54,NA,15,1,0.38848450578545063
133155,875,190,499,163,0,91,99,20,0,0.42169059850138885
133465,433,161,91,89,6,100,50,12,0,0.38803555229196207
133492,1893,56,190,1419,74,76,0,11,0,0.3451206927146545
133526,1177,1002,50,60,1,54,0,14,1,0.4803567221372191
133553,11426,844,1582,5831,1108,88,57,18,0,0.1422623182549783
133650,9313,7820,619,572,46,89,58,14,0,0.9304348398299245
133669,31607,5033,8335,12777,2437,84,81,24,0,0.1384326709935289
133711,2425,73,358,1680,84,76,NA,15,0,0.3529309307338857
133809,728,24,69,531,22,76,NA,14,0,0.37385525243743806
133845,225,89,17,19,0,57,38,16,1,0.395800001485193
133854,108,60,19,3,0,76,NA,19,0,0.40534719343107
133863,158,37,47,24,0,74,NA,24,0,0.4189793728920619
133872,1861,286,569,599,63,64,41,6,1,0.35482655957981885
133881,8992,549,1685,4125,1489,80,50,13,0,0.0949745876152161
133951,54723,6183,35483,5313,4634,92,87,24,0,0.03317553133970384
133979,1277,1059,37,57,102,50,62,17,1,0.4684913426514933
134079,3211,243,539,2023,117,80,NA,11,0,0.3435992082413131
134097,43889,3730,9258,24245,2418,96,92,17,0,0.05029550370105263
134130,56311,2957,12024,26717,5128,98,72,16,0,7.929898742455436e-4
134228,28,18,2,8,0,32,33,7,1,0.3628886984379263
134237,27169,8741,5285,9416,3,53,NA,32,1,0.9303453922087728
134291,610,114,43,385,0,71,43,21,0,0.4131415313432839
134307,1040,104,805,75,34,83,98,20,0,0.4052487282342249
134510,152,8,20,100,13,92,NA,5,0,0.3512094066390447
134529,218,165,25,16,0,69,NA,25,1,0.43623157064210527
134714,186,53,15,107,0,75,61,13,0,0.38455194698328693
134945,4247,538,637,2153,203,75,80,11,0,0.33491337642871866
135081,20888,3645,6376,4066,457,71,25,14,0,0.4006521763824673
135142,63,0,63,0,0,100,90,20,0,0.4037811422588746
135179,894,126,246,483,0,79,76,8,0,0.372264129032293
135267,764,108,268,343,17,87,NA,21,0,0.4099830132031057
135276,1349,471,98,697,0,31,64,15,1,0.4254335623344685
135294,393,184,98,11,96,75,91,15,0,0.37839658218857714
135337,30,4,3,8,0,70,100,20,0,0.4034729381354073
135364,508,213,22,239,0,50,71,9,1,0.38513666248322487
135407,1486,166,572,578,69,78,18,10,0,0.3621338806137059
135522,741,115,262,303,16,90,50,16,0,0.3941135480285377
135559,70,8,39,23,0,50,75,9,1,0.368343941878332
135647,665,270,320,27,38,100,100,13,0,0.39642180412477573
135726,19852,1490,4952,8466,2151,94,NA,11,0,0.048220954025898544
135735,3608,849,1643,892,47,69,66,14,1,0.4461871283039292
136109,118,23,15,68,1,92,80,6,0,0.3591735228848539
136172,16154,1970,2591,8916,592,85,65,19,0,0.3066158333550592
136215,20910,3588,6597,5964,1137,76,15,16,0,0.2901418172052345
136303,166,74,66,21,0,20,100,2,1,0.35217300154285547
136330,4147,398,799,2178,353,68,0,13,1,0.2994365589987891
136491,1126,154,256,606,36,72,78,8,0,0.3632394597339728
136659,432,21,36,333,0,77,56,17,0,0.3920008934781299
136765,407,89,172,142,0,0,2,20,1,0.4115789326671843
136774,1666,64,277,706,341,86,NA,11,0,0.2808582212766333
136826,1045,246,638,72,67,33,26,18,1,0.4027465337099911
136950,3046,184,592,1702,251,85,NA,12,0,0.3087419351009346
137023,727,122,73,488,0,84,NA,15,0,0.3940387752486908
137032,9692,1718,1424,2415,740,59,NA,25,1,0.27192978667903345
137087,1463,485,240,593,48,45,57,7,1,0.3874816051512063
137120,1116,100,259,677,0,26,6,6,1,0.3607956746278361
137245,1573,828,477,192,0,73,NA,15,0,0.46636765629337895
137272,79,1,26,42,6,100,NA,4,0,0.34991440578155103
137351,49622,3966,10990,21176,5316,91,70,22,0,0.0014508187064548345
137476,7652,1750,3620,1116,456,57,0,17,1,0.41623128655344915
137546,3775,362,753,2003,249,78,0,10,0,0.3146143383855653
137564,11510,1233,2563,5592,910,70,50,19,0,0.21987218236167466
137591,321,42,80,194,0,79,71,9,0,0.37025197107697
137713,250,39,43,153,2,52,53,8,1,0.3661772556297905
137777,28,0,0,27,1,100,NA,4,0,0.3513015425238745
137847,11433,342,1535,7894,676,85,NA,17,0,0.1918367844607147
137856,201,40,12,137,0,84,96,15,0,0.38958898242090617
137865,494,81,46,314,5,63,NA,16,1,0.39309881277140307
137953,427,82,56,246,6,57,17,11,1,0.3774503006648488
137962,152,28,26,80,1,28,NA,12,1,0.37868260180802055
138275,900,232,194,372,42,44,NA,13,1,0.38715930850245056
138284,157,19,6,124,0,51,0,10,1,0.37152284476953634
138293,878,247,139,329,112,41,0,17,1,0.3828418877831889
138309,3121,877,743,883,0,100,NA,10,0,0.43225924677923455
138354,14822,1640,2109,8403,582,89,70,22,0,0.2918649017244361
138372,1266,300,481,433,0,70,72,19,0,0.4261389081021831
138479,960,385,332,183,0,73,NA,15,0,0.4223017617921025
138488,2912,619,963,818,308,17,9,29,1,0.3977768255539271
138497,278,20,40,185,0,88,NA,8,0,0.3640926331832522
138558,3825,343,389,2936,26,69,43,21,1,0.4077637143723331
138600,1079,388,140,403,25,81,NA,10,0,0.39471195322275004
138655,521,257,116,60,0,60,33,23,1,0.4361045941307462
138664,117,95,11,1,0,48,NA,12,1,0.3861204681244703
138682,2719,2127,79,386,12,51,29,12,1,0.579233273760645
138716,6768,5607,248,446,28,79,33,21,0,0.8571108137436949
138761,496,256,40,142,7,40,NA,19,1,0.4208113724880765
138822,515,353,31,117,0,76,NA,20,0,0.4371363016269951
138840,4498,3686,357,151,61,65,43,18,1,0.7252017307792963
138868,2260,351,296,1260,17,74,67,15,0,0.39724343560482533
138901,1549,1353,81,26,17,45,41,20,1,0.5319607996925356
138947,4252,2244,44,16,29,71,25,16,0,0.5450258208366308
138956,4455,2336,355,1406,19,57,38,16,1,0.5970882096902663
139144,2484,208,263,1805,12,84,100,12,0,0.3752092153445482
139153,359,139,53,39,12,100,100,6,0,0.36423953059918435
139199,2436,727,376,1044,67,65,20,11,1,0.41200727728245967
139205,1338,336,111,700,97,48,44,15,1,0.38479021535108
139250,3468,682,316,2050,47,59,40,22,1,0.43762441603408675
139278,6940,2368,812,3266,32,58,49,19,1,0.5898446214484819
139311,6163,3806,714,644,88,71,62,20,0,0.7145332246597179
139357,3307,1747,331,961,16,52,39,16,1,0.5457566337764791
139366,7913,2839,688,3382,159,70,27,16,0,0.5769387164354169
139384,7282,565,1811,4488,40,62,46,22,1,0.41337299796979937
139393,1100,29,45,916,40,88,NA,13,0,0.3637060532641239
139463,5135,216,1933,2579,63,71,50,21,0,0.38564759812781596
139506,67,67,0,0,0,75,NA,20,0,0.41014410847067245
139579,716,244,67,281,2,22,0,9,1,0.3846752780515838
139621,1820,817,147,698,7,61,14,23,1,0.48338679485541985
139630,950,120,66,574,115,71,0,11,0,0.34821623167746496
139658,15175,2157,1446,4948,2792,96,100,10,0,0.028300162866463086
139700,5382,907,1033,3013,44,59,53,21,1,0.45175025574648675
139719,2897,2620,84,65,34,79,25,21,0,0.6526365906398539
139755,53363,3009,3667,15832,13496,98,100,17,0,2.260823715908214e-8
139764,3700,1076,121,2028,210,58,29,18,1,0.41975965343649624
139861,7097,537,462,5587,47,82,100,17,0,0.37747859029743014
139931,27423,6321,1857,15037,597,78,49,25,0,0.6507255106165911
139940,34944,13959,4601,6487,2902,80,54,25,0,0.7105411095766968
139959,43146,3164,3275,26951,2466,94,96,17,0,0.022456271001794977
139968,3179,1110,185,1668,8,51,33,20,1,0.4929859957517522
139986,6185,3215,565,1943,28,63,48,21,1,0.6858476226028781
139995,338,181,35,122,0,74,69,24,0,0.4340173649736183
140003,156,98,29,20,0,60,63,8,1,0.3733430703536442
140012,11166,4151,2752,2348,248,58,49,20,1,0.6777834594229577
140234,813,251,59,445,9,67,NA,13,1,0.39754789925902084
140243,6908,528,2046,3709,71,58,56,20,1,0.395557288641129
140252,2714,566,561,1087,231,63,40,15,1,0.3631946315142062
140331,11156,3138,2310,4667,169,68,54,23,1,0.6203972700865271
140340,435,292,35,31,0,25,25,14,1,0.40959007658211877
140447,9196,3091,735,3668,384,82,56,11,0,0.5029961142265745
140553,2847,2769,6,2,10,87,50,14,0,0.6519650457552554
140571,432,407,15,0,0,71,44,17,0,0.43331836690897096
140678,2599,136,292,2014,9,58,60,14,1,0.37565504601144445
140696,1425,281,427,398,43,73,NA,13,0,0.3854243533874097
140720,390,371,19,0,0,54,17,11,1,0.4099039693800538
140818,1857,390,165,1159,11,70,0,12,0,0.39948518447315245
140827,65,11,12,33,4,67,NA,5,1,0.3545147462257973
140872,1233,271,108,702,57,62,0,11,1,0.3764849797097425
140942,3942,2009,462,1146,45,56,49,16,1,0.5616628859905874
140951,18550,2294,1332,8706,3841,86,73,21,0,0.011199913503478442
140960,3193,2701,154,114,64,75,25,21,0,0.6500578380499208
140988,1318,270,125,728,27,61,50,14,1,0.3920583225081765
141006,1795,933,125,630,21,77,50,15,0,0.4660654363314022
141060,3417,2925,31,173,16,94,NA,11,0,0.6479238046012182
141167,1471,625,67,504,29,49,25,12,1,0.4185694552184878
141185,3067,342,266,2153,85,63,25,18,1,0.3841511907638845
141237,2615,311,152,1830,15,67,50,15,1,0.39012594223059216
141255,4466,1877,507,1880,15,63,49,16,1,0.5544686532408866
141264,10262,3496,985,5001,131,72,53,17,0,0.6456744904834872
141325,531,190,61,180,48,76,NA,8,0,0.3666264786047823
141334,14337,4278,1160,7553,195,78,62,18,0,0.6709426828424502
