UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR
459374,139,17,35,47,0,100,100,20
459392,162,19,7,132,0,100,89,20
459408,72,36,2,34,0,100,29,11
459426,205,8,15,152,0,83,NA,19
459514,61,38,10,9,0,89,NA,20
459523,52,10,2,2,0,90,NA,17
459541,20,0,1,18,0,100,100,4
459550,138,6,6,89,0,10,NA,13
459578,140,81,19,29,0,83,100,11
459727,2358,462,186,805,1,65,42,10
459842,526,126,169,141,0,57,86,16
459851,385,169,47,136,0,40,NA,14
459949,7956,510,5119,1730,77,66,31,18
459958,422,257,126,22,0,73,NA,22
459967,631,3,448,170,0,74,NA,25
459985,543,6,339,135,0,73,NA,25
459994,12098,3668,1567,5536,16,60,41,47
460011,172,87,4,81,0,81,33,20
460020,582,464,25,74,0,66,NA,29
460093,53,7,2,41,0,56,NA,27
460109,172,67,36,46,0,38,NA,43
460118,99,38,13,36,0,66,NA,25
460127,92,38,11,23,0,47,NA,15
460136,1068,216,550,123,0,78,NA,25
460145,66,46,9,3,0,53,NA,12
460172,762,69,497,142,0,74,NA,25
460181,194,59,45,13,0,78,NA,23
460190,95,34,26,8,0,96,NA,19
460206,195,14,92,16,0,75,NA,19
460349,2839,689,537,1306,20,52,39,13
460394,11920,1174,8046,1493,29,62,40,29
460464,11351,746,6677,1893,46,72,35,29
460482,183,116,2,47,0,51,NA,15
460534,448,15,387,29,0,83,NA,20
460543,1610,228,732,383,0,85,NA,50
460677,424,0,424,0,0,51,0,21
460701,185,58,55,60,0,82,80,13
460756,194,6,26,15,14,66,9,20
460765,46,2,9,34,0,87,NA,12
460817,195,73,19,88,0,78,NA,15
460826,506,454,8,24,0,75,NA,23
460835,3,2,0,1,0,100,NA,11
460862,238,5,18,174,0,100,71,14
460871,557,284,120,78,3,100,NA,9
460914,403,6,57,234,0,88,NA,15
460932,88,8,3,76,0,99,NA,16
460969,544,10,531,2,0,94,NA,35
460978,312,130,73,67,0,85,78,18
460987,106,10,10,85,0,89,NA,10
460996,132,11,3,116,0,92,100,14
461014,961,607,139,13,0,52,17,32
461023,446,23,30,168,0,25,NA,32
461032,212,90,20,85,0,100,100,4
461087,1498,13,75,703,0,15,2,18
461111,33,10,14,7,0,83,100,8
461148,1132,77,117,135,642,66,NA,4
461175,113,5,34,2,10,100,57,11
461193,259,32,6,205,1,89,NA,20
461218,845,535,10,272,0,90,NA,25
461245,135,16,23,83,3,94,68,5
461254,111,0,12,35,62,40,NA,15
461263,365,16,278,47,4,100,NA,15
461272,55,1,11,42,0,100,75,11
461306,129,79,16,4,30,10,0,17
461315,243,3,1,150,0,73,41,7
461342,113,3,16,93,0,95,92,11
461388,51,7,9,30,0,74,NA,17
461421,214,73,3,131,0,88,NA,15
461494,144,4,26,99,0,96,73,13
461500,35,0,24,6,0,100,100,10
461528,268,34,39,124,1,100,50,10
461537,16,0,2,12,0,86,NA,4
461555,161,3,118,27,0,97,NA,20
461573,154,76,10,63,0,84,NA,13
461607,115,1,75,26,2,100,67,8
461625,11,0,11,0,0,54,NA,8
461652,97,0,17,72,1,19,NA,13
461689,266,41,116,71,0,72,NA,25
461704,156,6,5,135,0,92,NA,13
461722,56,1,3,52,0,93,NA,8
461740,38,31,6,1,0,80,NA,19
461759,506,242,6,122,0,64,20,10
461768,299,113,87,51,0,91,77,17
461786,24,0,2,22,0,94,NA,4
461795,983,178,104,157,460,46,0,17
461810,23,0,8,1,0,25,NA,10
461829,117,25,36,26,0,92,NA,10
461847,57,0,0,42,15,100,NA,18
461856,156,48,57,31,0,78,NA,18
461865,44,42,1,0,0,70,NA,30
461874,92,8,17,59,0,87,NA,12
461883,220,23,83,8,105,4,NA,7
461892,142,131,2,5,0,83,NA,12
461908,130,30,37,49,0,70,72,16
461917,178,16,14,141,0,82,100,16
461926,127,1,16,101,0,94,93,12
461944,72,9,5,55,0,94,NA,10
461953,23,0,5,16,0,100,NA,3
461999,200,33,17,134,0,70,91,24
462008,204,20,62,76,0,100,100,23
462017,98,5,11,76,0,60,NA,16
462035,350,82,128,80,1,74,74,10
462053,185,100,57,10,0,78,NA,20
462062,134,8,92,27,1,93,100,13
462071,296,21,46,199,0,94,NA,13
462336,62,15,19,24,0,63,NA,25
462354,286,11,110,107,7,85,0,15
463056,1544,213,317,614,36,84,50,26
464226,912,117,316,329,39,50,18,11
466921,284,127,7,134,1,50,0,10
466930,2270,979,613,261,5,61,10,10
467094,152,28,3,108,0,89,NA,20
467863,256,125,18,105,0,100,NA,16
467872,264,56,18,173,0,100,70,15
467906,157,45,10,98,0,95,33,20
468246,139,8,17,105,0,75,NA,12
468255,35,2,6,22,0,86,NA,5
468769,155,0,153,1,0,91,NA,20
468848,814,27,237,53,0,83,NA,24
468893,185,78,15,75,1,81,70,15
468909,1073,18,225,26,0,76,NA,21
468963,430,90,177,134,0,75,NA,14
469416,221,0,221,0,0,53,67,16
469610,8,1,6,1,0,71,NA,17
469629,128,27,16,56,0,88,NA,13
469911,86,53,4,25,0,65,NA,12
470038,1616,86,529,50,0,80,NA,24
470047,37,5,1,28,0,75,NA,10
470296,18,1,14,3,0,93,NA,25
470393,160,89,30,26,1,63,85,14
474863,1881,346,910,340,0,57,57,24
474915,219,23,72,87,0,82,80,14
474924,186,1,36,128,0,80,67,11
475015,244,13,12,137,0,89,NA,15
475024,373,208,56,27,0,53,NA,41
475060,230,195,7,21,0,68,0,18
475121,8803,3537,1385,2664,16,34,12,30
475176,650,42,426,102,0,88,NA,23
475282,90,4,25,3,1,100,NA,15
475325,331,112,111,44,0,81,NA,24
475468,353,35,122,69,17,100,100,14
475486,360,102,105,121,1,61,33,16
475547,104,4,27,67,0,100,100,8
475556,130,57,11,57,1,80,100,11
475565,1048,333,513,64,32,52,38,15
475574,40,35,2,2,0,0,75,12
475608,160,15,29,95,13,100,100,5
475653,40,30,0,7,0,5,NA,10
475662,51,0,51,0,0,73,75,5
475705,7,0,2,1,2,78,NA,24
475714,412,9,366,26,0,61,75,6
475723,666,11,143,461,0,91,68,11
475732,1940,1243,190,275,8,40,43,16
475741,144,58,5,66,0,100,50,13
475839,194,37,28,94,0,67,50,13
476063,579,298,79,176,0,75,NA,30
476179,163,110,11,27,0,56,60,25
476230,30,5,3,16,0,88,NA,39
476355,31,2,4,18,3,100,NA,5
476489,68,68,0,0,0,38,NA,25
476498,404,0,399,0,5,94,NA,25
476540,90,9,67,11,0,100,NA,15
476559,92,4,82,6,0,100,NA,15
476568,15,13,1,0,0,20,NA,7
476595,48,3,38,0,0,89,NA,12
476601,87,0,0,87,0,85,NA,14
476629,152,8,11,126,0,88,NA,17
476683,516,437,16,35,0,55,100,21
476692,47,0,0,40,7,56,NA,12
476708,169,17,66,47,0,88,0,20
476717,765,0,0,765,0,98,NA,19
476726,832,3,815,5,0,69,NA,30
476735,39,1,24,9,0,46,NA,7
476753,240,5,113,73,0,80,NA,18
476780,67,1,15,0,0,89,NA,19
476799,191,9,44,4,0,94,NA,13
476805,38,6,1,31,0,83,NA,10
476841,161,4,52,71,1,90,100,12
476850,104,5,48,36,0,89,NA,10
476869,82,1,17,63,0,22,NA,15
476878,164,54,4,106,0,100,100,16
476887,641,434,62,59,4,71,48,20
476896,129,13,68,34,1,77,NA,9
476902,85,29,14,26,0,94,91,13
476939,661,182,461,7,0,81,NA,13
476975,10257,1242,1835,5182,313,74,43,23
476984,179,25,16,109,0,100,NA,12
476993,241,1,43,180,0,93,NA,16
477002,43,2,0,38,0,100,NA,20
477039,1887,528,698,333,29,50,0,15
477233,89,2,6,60,0,84,NA,28
478582,127,85,13,21,0,44,40,17
478591,228,49,58,100,0,96,79,26
478616,99,73,6,12,0,54,36,17
478917,46,1,8,35,0,81,NA,11
478953,209,14,31,140,0,86,NA,16
479062,124,15,20,77,0,89,NA,18
479424,284,29,76,10,0,63,NA,14
479956,13774,1082,1610,8934,423,66,59,16
479974,90,11,65,9,0,69,100,20
479992,15,0,4,6,0,100,100,10
480000,50,14,24,8,0,82,NA,17
480037,1466,731,219,367,0,77,NA,34
480073,297,85,79,85,2,38,NA,10
480091,10343,2115,836,1985,0,22,0,39
480125,466,53,280,96,0,91,76,19
480161,2,0,0,1,0,0,NA,7
480310,77,54,4,7,0,46,NA,12
480471,868,34,184,21,0,88,NA,22
480523,84,40,0,18,0,35,NA,28
480532,79,17,4,49,0,45,NA,26
480550,57,23,4,22,0,72,NA,29
480569,815,150,174,361,20,64,0,6
480727,36,1,1,27,5,94,NA,6
480781,247,40,37,32,84,92,NA,10
480824,720,287,317,71,0,62,NA,34
480833,1076,223,550,174,2,67,NA,26
480842,49,41,2,4,0,77,NA,6
480851,28,1,24,0,0,64,NA,6
480879,50,0,3,47,0,80,NA,10
480888,152,43,59,42,0,89,NA,9
480921,95,20,42,21,0,100,NA,16
480967,241,0,18,3,1,48,35,8
480976,53,9,2,41,0,100,NA,20
480985,239,47,29,131,0,50,NA,3
480994,118,75,15,14,5,67,100,17
481003,293,144,91,46,0,87,NA,15
481021,47,2,7,34,0,84,50,2
481058,301,1,31,4,114,80,NA,19
481067,20,16,2,2,0,100,NA,2
481100,92,0,14,3,0,98,97,20
481128,99,1,58,1,0,92,100,24
481146,60,46,7,0,0,55,63,15
481155,183,136,4,40,0,87,NA,16
481191,105,10,78,7,0,74,NA,15
481207,87,35,16,30,1,83,NA,20
481225,32,7,8,8,9,25,NA,4
481243,211,13,65,126,0,100,100,18
481252,121,85,18,10,3,89,67,10
481298,34,1,24,5,0,94,NA,15
481313,95,24,62,8,0,83,83,15
481340,33,0,5,26,0,86,NA,7
481368,119,8,15,92,0,93,NA,8
481401,568,38,23,34,0,100,64,12
481410,84,0,0,81,3,84,NA,17
481429,158,138,10,4,0,79,NA,30
481438,76,0,0,71,5,75,NA,10
481456,20,0,8,12,0,100,100,20
481465,94,84,7,2,0,92,NA,10
481474,91,3,10,51,0,92,NA,12
481483,228,39,90,76,0,92,83,17
481517,96,1,5,80,0,92,100,10
481571,5,2,2,1,0,100,NA,16
481678,73,58,1,10,0,50,18,17
481739,50,13,14,16,0,73,50,25
481748,136,92,29,5,0,52,56,21
481775,257,63,165,16,1,81,NA,51
481845,67,23,9,29,0,68,22,12
481863,75,15,9,30,0,48,NA,38
481890,77,17,3,44,0,42,NA,39
481906,65,10,0,40,0,50,NA,22
481960,183,39,95,18,0,92,NA,15
482015,1089,156,557,296,0,76,NA,25
482060,359,17,267,39,0,90,NA,13
482097,396,35,23,309,0,82,NA,18
482149,10900,2628,958,5289,208,76,50,16
482158,8363,2454,728,4231,184,65,35,18
482167,109,92,3,1,0,62,55,25
482176,213,6,62,107,0,96,86,20
482185,47,5,5,23,4,62,NA,25
482194,104,20,33,44,0,81,69,10
482200,28,5,1,22,0,80,NA,18
482228,211,7,13,143,0,100,100,7
482255,429,81,125,104,0,94,NA,18
482291,1415,38,291,46,0,79,NA,26
482413,107,37,24,7,19,0,0,3
482431,2403,371,912,552,24,52,21,26
482459,114,36,32,31,5,100,NA,5
482468,522,340,28,78,10,40,0,18
482477,31296,10636,4654,11449,109,65,37,43
482556,67,32,13,8,5,100,NA,2
482574,211,58,10,106,3,60,0,19
482680,19291,750,3271,13054,243,73,61,19
482699,1893,373,234,1136,9,39,0,18
482936,1769,94,467,944,57,75,40,17
482963,484,124,130,189,0,59,59,18
482981,114,23,81,6,0,71,43,25
482990,140,31,49,29,0,87,NA,20
483009,125,7,114,1,0,69,NA,25
483018,121,14,20,58,1,72,NA,6
483045,11527,5748,908,4055,34,56,48,16
483054,86,34,3,36,0,85,NA,10
483106,288,59,141,75,0,96,100,11
483124,72994,6181,16833,35220,430,100,55,26
483212,3463,1485,117,1601,7,57,35,20
483258,54,50,4,0,0,100,NA,25
483276,59,36,11,9,0,71,NA,20
483328,52,5,14,32,0,89,NA,9
483337,196,48,14,127,0,100,100,16
483346,47,10,9,15,0,100,NA,17
483355,189,133,1,44,0,73,NA,7
483364,162,117,4,37,0,62,NA,9
483425,55,8,3,37,0,91,NA,14
483470,102,0,102,0,0,60,NA,20
483504,430,226,31,72,0,40,NA,39
483513,32,11,18,3,0,59,NA,25
483559,57,12,12,32,0,75,14,15
483577,116,12,2,75,0,80,100,7
483595,8378,18,7251,31,68,70,33,28
483647,121,87,2,22,0,86,NA,10
483708,511,357,79,12,0,81,94,20
483726,17,15,1,1,0,0,0,11
483735,112,9,58,36,0,81,55,8
483744,71,63,2,0,0,88,NA,15
483753,62,25,23,9,0,71,82,20
483780,1096,0,0,0,1020,75,NA,14
483814,730,622,36,21,0,83,NA,31
483823,512,451,41,13,0,58,NA,18
483841,24,0,2,0,0,79,NA,10
483850,7,5,1,0,0,75,NA,7
483878,209,58,75,14,12,73,NA,23
483896,61,12,8,35,0,20,11,11
483911,16,2,2,11,0,86,NA,8
483920,169,143,9,14,0,77,NA,19
483948,56,48,7,1,0,89,0,12
483957,21,0,19,2,0,92,NA,20
484002,2280,291,1412,314,1,80,5,30
484011,87,12,8,62,0,100,100,8
484020,38,25,2,11,0,38,71,17
484057,201,50,43,16,1,100,83,12
484066,524,200,53,243,0,88,NA,12
484075,82,49,16,12,0,11,11,30
484084,99,14,13,62,1,83,87,15
484093,99,38,5,55,0,83,NA,17
484109,107,2,14,86,0,33,NA,18
484127,53,1,15,34,0,6,NA,10
484136,29,26,2,1,0,23,NA,25
484190,32,28,0,2,0,89,NA,11
484206,196,7,106,40,0,91,83,24
484330,38,7,2,24,0,38,NA,38
484349,91,29,4,43,0,48,NA,23
484358,87,8,6,58,0,60,NA,29
484367,513,38,340,45,0,87,NA,39
484376,652,109,383,66,0,75,NA,36
484394,147,1,24,116,0,93,56,13
484473,5655,276,1349,3022,57,95,85,61
484604,550,291,164,48,0,89,73,21
484613,111248,26338,12772,34757,316,41,NA,147
484844,669,0,2,31,133,98,NA,14
484871,114,0,0,114,0,94,NA,19
484899,218,8,44,98,0,87,NA,14
484905,3794,970,1925,553,24,65,53,19
484932,1927,103,25,1729,0,47,35,12
484950,95,1,17,62,0,75,NA,8
484996,138,33,93,3,0,76,NA,24
485014,87,49,13,20,0,66,57,12
485032,165,84,20,58,0,56,59,13
485111,6575,2738,598,2360,35,50,29,15
485166,92,18,20,39,1,85,NA,23
485236,45,27,0,11,0,0,53,7
485272,961,158,722,40,8,60,0,15
485342,329,47,54,132,0,69,NA,17
485360,3,3,0,0,0,100,NA,10
485379,239,64,114,28,0,64,NA,24
485388,273,98,125,38,0,60,NA,25
485397,152,105,7,3,0,56,78,23
485412,94,10,70,12,0,88,NA,19
485458,4130,838,428,2554,17,66,36,15
485476,81,3,4,63,0,86,NA,10
485485,283,0,276,0,7,84,NA,25
485494,121,41,62,10,0,94,100,15
485500,75,28,15,15,0,84,67,36
485519,403,120,53,187,1,75,50,24
485564,179,149,0,29,0,80,0,23
485573,287,8,66,201,0,91,100,30
485591,27,25,1,0,0,100,NA,9
485607,44,7,28,9,0,92,100,15
485698,155,4,3,140,0,75,NA,8
485768,746,87,266,25,344,49,NA,25
485801,67,18,42,7,0,100,NA,20
485856,39,5,3,27,2,0,NA,11
485874,200,69,93,31,0,100,89,23
485926,171,0,169,2,0,85,NA,25
485953,77,35,7,33,0,73,NA,1
485962,27,18,0,8,0,14,100,12
485999,112,0,0,112,0,87,NA,6
486017,23,0,0,21,2,25,NA,5
486026,132,0,0,132,0,85,NA,22
486053,200,3,8,158,5,100,100,11
486123,10,0,1,0,2,43,NA,3
486150,107,40,27,32,3,86,90,11
486169,84,32,6,41,0,65,NA,20
486196,226,0,0,207,19,83,NA,23
486202,9,0,0,9,0,67,NA,3
486239,319,0,76,2,237,100,NA,10
486248,144,4,104,2,0,28,NA,25
486257,414,124,72,192,2,36,60,32
486284,100,6,6,63,3,22,NA,13
486354,137,7,6,6,118,63,NA,23
486372,127,0,0,3,0,25,38,8
486381,37,1,16,16,0,74,NA,20
486406,15,0,0,14,0,100,NA,8
486415,552,480,45,11,0,82,NA,40
486424,136,136,0,0,0,80,75,15
486442,117,3,3,109,0,1,NA,20
486488,6,0,2,2,2,0,0,4
486497,50,0,32,9,0,100,NA,25
486503,54,0,54,0,0,81,NA,14
486512,494,0,494,0,0,76,NA,30
486530,148,94,12,35,0,88,NA,6
486558,343,48,126,38,0,70,NA,14
486567,234,14,26,129,1,88,100,25
486576,235,0,235,0,0,67,NA,39
486619,115,2,45,58,0,100,100,16
486691,127,112,6,2,0,60,42,13
486707,132,90,4,23,0,27,NA,26
486716,75,24,3,40,0,56,NA,25
486752,63,20,2,26,0,66,NA,21
486770,155,95,34,21,0,74,NA,20
486798,1962,737,831,321,0,78,NA,30
486813,617,25,502,44,0,67,NA,25
486822,780,40,398,216,0,87,NA,35
486840,47764,13304,7526,18938,1499,77,62,23
486859,99,7,13,64,0,83,NA,18
486877,9,1,0,4,0,100,NA,9
486886,31,3,12,7,0,88,81,21
486901,1240,54,46,940,99,82,NA,10
486938,652,89,172,159,0,75,NA,15
486947,629,126,33,382,0,60,0,9
486956,1226,564,260,234,5,80,0,12
486983,70,23,14,25,0,94,NA,8
487047,49,39,2,2,0,62,NA,8
487065,96,11,52,28,0,69,NA,10
487083,44,0,4,39,0,80,NA,6
487092,967,70,104,257,138,94,NA,10
487162,5381,1980,681,2498,16,56,54,16
487232,54,2,34,14,1,74,NA,10
487302,583,352,10,169,0,45,NA,31
487311,659,159,78,281,0,62,NA,16
487320,12077,924,6384,2913,0,50,33,14
487348,122,2,17,79,2,100,83,14
487375,1222,182,408,181,0,77,0,20
487481,1234,119,383,59,0,79,NA,25
487506,88,7,6,68,0,83,93,8
487524,3367,182,28,2683,73,75,24,15
487533,138,9,65,52,4,85,69,21
487588,115,90,2,6,0,80,NA,23
487597,1701,68,1118,197,1,83,NA,46
487603,1352,66,125,807,7,50,53,27
487658,89,20,2,60,0,75,NA,20
487676,202,41,21,126,0,100,100,15
487746,41,0,0,40,1,67,NA,4
487773,41,2,11,24,0,67,NA,9
487791,744,179,227,282,6,85,67,20
487807,45,37,3,5,0,25,NA,10
487816,9,9,0,0,0,100,NA,9
487861,192,164,5,5,0,100,NA,25
487889,131,1,120,2,0,100,NA,10
487904,31,1,2,28,0,100,NA,11
487922,74,6,13,54,0,67,NA,34
487959,47,1,16,28,0,60,NA,20
488013,917,598,241,26,0,64,69,30
488022,59,59,0,0,0,0,100,15
488031,112,12,30,35,1,33,NA,2
488059,455,50,317,27,48,100,NA,41
488077,5437,312,751,3876,0,69,64,32
488110,75,5,29,37,0,94,83,10
488129,19,15,1,1,0,100,84,20
488138,28,25,0,3,0,22,NA,12
488174,31,19,5,5,0,71,50,15
488183,23,0,0,21,0,50,NA,12
488192,99,6,41,37,0,91,NA,16
488217,235,23,5,197,0,88,NA,15
488226,16,1,0,12,0,20,NA,6
488262,33,19,8,6,0,100,NA,7
488299,11,0,11,0,0,78,NA,14
488305,118,12,11,65,5,75,100,7
488314,124,0,0,110,14,72,NA,14
488350,150,0,0,143,7,70,NA,30
488369,50,31,8,5,0,89,NA,16
488378,146,18,10,105,0,93,NA,20
488396,39,35,1,3,0,50,89,22
488411,112,1,19,78,0,98,NA,13
488439,178,131,14,20,0,70,62,20
488448,85,12,6,42,7,78,NA,8
488563,60,2,54,2,0,29,0,1
488590,22,0,1,18,0,100,NA,11
488651,124,2,103,12,0,89,75,20
488730,9355,900,5054,2434,0,66,36,36
488749,131,59,35,31,0,75,78,20
488891,196,57,115,7,16,60,NA,20
488916,97,44,2,45,0,94,NA,20
488934,4148,401,1232,1681,0,77,77,11
488952,74,16,17,27,0,54,NA,19
488961,132,37,13,63,0,52,NA,44
488970,57,3,7,42,0,79,NA,57
488989,133,16,47,47,0,95,85,10
488998,117,1,45,63,0,91,NA,8
489122,53,9,8,26,2,100,100,9
489131,37,3,5,24,0,75,100,9
489140,64,1,14,32,0,67,86,10
489159,152,72,6,72,0,100,89,20
489201,10358,339,5355,2739,0,73,40,30
489238,201,64,56,48,0,85,76,18
489247,18,1,7,5,0,92,80,5
489256,191,0,191,0,0,98,100,25
489283,787,3,767,11,0,84,NA,26
489344,202,105,26,54,0,50,NA,11
489353,751,40,196,230,0,100,NA,7
489371,317,20,179,53,0,67,NA,18
489779,45588,9002,7164,23138,252,57,35,25
489830,69,24,1,44,0,54,NA,23
489937,880,158,69,230,267,56,NA,17
490054,218,154,38,13,0,5,100,3
490081,307,38,34,23,24,54,67,15
490090,120,103,6,11,0,67,57,12
490115,60,16,5,35,0,77,NA,12
490133,7686,150,197,366,4204,72,84,11
490142,36,33,3,0,0,100,NA,15
490151,26,19,3,4,0,36,0,12
490160,212,3,52,95,0,100,NA,8
490197,56,0,23,7,0,100,NA,15
490221,11,0,3,8,0,100,100,5
490230,294,0,76,17,38,84,NA,12
490258,104,13,47,34,0,93,NA,15
490276,113,0,0,113,0,55,NA,7
490285,2112,564,310,422,0,63,NA,15
490294,118,1,2,36,0,58,NA,20
490300,99,4,22,69,2,94,100,16
490319,25,0,0,25,0,0,NA,13
490346,79,0,0,72,0,100,NA,10
490382,153,103,12,10,23,100,NA,22
490391,83,0,83,0,0,100,NA,18
490407,69,50,7,8,0,18,78,9
490416,26,18,0,6,0,100,NA,20
490425,121,10,33,59,0,93,NA,25
490434,17,0,0,17,0,75,NA,5
490489,59,47,2,3,0,31,50,30
490498,7,4,0,3,0,82,NA,10
490504,49,0,0,46,3,60,NA,16
490513,38,0,0,32,6,63,NA,5
490522,30,13,5,10,0,100,NA,30
490531,41,39,2,0,0,100,NA,20
490674,8,1,1,6,0,100,NA,25
490692,48,42,1,2,0,100,NA,25
490717,73,11,24,29,0,92,NA,12
490735,72,46,13,9,1,27,NA,18
490744,8,5,0,3,0,60,NA,20
490805,9051,834,2233,4306,585,66,22,17
490814,124,44,13,52,0,54,NA,25
490832,785,288,53,228,1,43,0,24
490841,387,189,44,95,0,45,NA,43
490869,364,101,190,58,0,80,85,18
490948,41,35,3,3,0,67,100,20
490975,365,109,226,18,0,33,67,22
491066,65,0,26,14,1,83,85,9
491075,73,10,14,44,0,98,NA,18
491084,72,58,0,11,0,57,NA,10
491136,111,39,24,24,0,74,67,23
491145,145,33,36,56,0,69,67,25
491181,350,2,2,295,0,60,34,12
491224,102,14,14,63,2,95,69,18
491233,29,15,2,11,0,67,NA,20
491242,60,1,32,11,3,77,NA,20
491251,92,23,19,40,0,91,NA,23
491260,90,1,12,69,0,80,91,15
491394,268,166,59,23,0,79,NA,16
491446,124,0,0,124,0,81,NA,18
491464,173,10,83,10,14,17,7,5
491473,590,261,99,223,0,100,100,5
491525,218,12,29,60,5,100,0,20
491543,82,9,57,3,3,70,NA,16
491552,44,1,14,29,0,84,NA,11
491570,50,46,4,0,0,50,NA,12
491589,50,41,5,4,0,100,100,25
491613,81,0,0,81,0,84,NA,20
491622,72,0,0,67,5,71,NA,12
491631,161,0,0,159,0,91,100,9
491640,181,0,0,180,1,79,NA,30
491659,171,53,50,44,0,74,NA,13
491668,109,0,109,0,0,89,NA,8
491677,77,21,29,25,0,42,20,46
491686,45,14,21,5,0,88,NA,20
491695,54,43,0,9,0,100,NA,18
491710,30,0,0,28,2,33,NA,15
491738,47,0,7,8,0,100,NA,25
491747,26,12,13,1,0,88,NA,9
491756,224,57,125,17,0,87,NA,14
491765,101,0,0,101,0,97,NA,17
491774,186,118,13,2,0,17,100,25
491783,155,17,16,117,0,95,94,8
491792,90,5,16,59,0,58,NA,8
491817,182,0,0,182,0,96,NA,14
491826,96,3,70,11,0,93,NA,20
491835,94,15,22,32,0,85,NA,10
491844,338,0,1,4,0,58,52,11
491853,29,0,22,0,0,86,NA,7
491871,8,0,7,0,0,100,NA,25
491880,92,4,46,23,0,97,NA,13
491899,100,14,54,4,0,86,93,23
491905,120,84,11,25,0,50,NA,10
491914,177,0,0,156,21,95,NA,22
491923,358,161,21,147,0,91,NA,20
491941,202,38,7,142,0,61,NA,10
491950,556,123,265,72,0,100,100,25
491978,70,69,0,0,0,100,60,2
491996,79,1,22,52,0,83,NA,9
492005,61,1,2,55,0,84,NA,10
492069,146,32,19,73,7,35,NA,10
492096,6,4,0,1,0,100,NA,20
492148,10,1,1,5,0,89,NA,17
492281,32,32,0,0,0,86,NA,11
492421,28,24,3,1,0,75,NA,20
492449,573,23,304,136,0,87,NA,25
492652,36,31,1,4,0,100,NA,10
492661,227,27,145,26,2,73,NA,17
492722,419,28,349,30,0,79,NA,28
492759,625,401,49,135,1,86,100,15
492801,659,52,87,435,4,50,33,13
492935,393,0,393,0,0,79,NA,20
492953,75,3,67,2,0,100,75,15
492962,2779,817,215,1407,3,55,22,12
493071,381,0,381,0,0,72,NA,31
493080,553,51,135,157,50,82,75,16
493132,1428,152,733,236,1,88,NA,43
493150,135,48,15,62,0,93,NA,7
493451,90,3,3,83,0,70,NA,10
493479,14,0,4,6,0,83,NA,3
493488,88,49,12,7,0,75,NA,15
493512,193,28,40,41,70,75,NA,50
493521,102,37,13,30,0,60,54,8
493549,129,0,126,3,0,100,NA,20
493585,20,17,0,2,0,70,NA,8
493594,63,0,0,60,3,88,NA,32
493600,168,0,0,168,0,100,NA,9
493619,15,5,0,4,4,80,NA,4
493628,67,20,23,9,2,86,75,15
493637,45,0,0,45,0,57,NA,20
493646,280,0,0,280,0,100,NA,10
493664,65,0,0,64,1,100,NA,31
493682,100,35,31,29,0,94,95,10
493691,49,1,2,27,0,75,NA,20
493707,87,0,0,68,19,71,NA,17
493716,72,0,0,70,2,89,NA,12
493743,264,196,55,7,0,74,73,25
493752,8,7,0,0,1,100,NA,3
493761,138,54,34,11,1,79,NA,12
493770,31,5,0,26,0,50,NA,6
493798,97,0,0,97,0,94,NA,11
493804,94,43,48,0,0,70,NA,10
493813,137,52,42,11,0,87,100,15
493822,494,175,160,68,0,86,17,11
493868,46,6,27,4,0,100,NA,8
493910,42,1,13,27,0,18,44,27
493974,57,19,1,34,0,100,0,6
493992,185,69,56,54,0,59,NA,25
494029,26,17,8,1,0,75,50,21
494162,588,324,122,81,0,69,0,20
494232,117,93,10,7,0,90,92,20
494250,887,552,35,124,0,45,NA,24
494278,325,0,325,0,0,100,0,24
494287,468,13,445,9,0,100,NA,13
494357,1217,104,185,48,0,73,NA,22
494436,334,22,23,277,0,72,NA,19
494463,300,0,0,300,0,99,NA,50
494472,14,4,6,3,0,100,100,4
494524,139,17,58,51,0,90,NA,14
494542,57,0,2,36,17,75,NA,2
494588,424,34,240,79,0,78,NA,35
494603,2850,99,558,1064,608,83,54,20
494630,32,0,26,1,3,67,NA,6
494649,56,3,10,36,0,100,100,7
494658,41,4,29,2,0,60,0,21
494685,474,25,74,331,1,63,0,21
494694,150,112,5,26,0,67,NA,20
494700,57,1,45,0,8,100,NA,9
494719,170,133,10,19,0,57,53,14
494728,42,27,11,3,0,83,100,25
494737,223,0,0,223,0,100,NA,20
494746,636,64,229,117,0,100,NA,27
494755,61,8,1,46,0,75,NA,15
494764,344,128,55,126,0,83,NA,13
494807,764,0,758,4,0,88,NA,7
494843,566,356,120,41,0,51,NA,24
494852,682,205,212,223,0,74,NA,26
494898,58,5,9,38,0,80,NA,10
494904,312,138,111,40,0,75,80,13
494959,136,0,3,120,0,25,100,5
494986,27,0,5,17,0,67,NA,4
494995,48,17,12,19,0,82,NA,25
495031,51,0,0,50,1,100,NA,10
495059,75,8,45,19,0,82,NA,7
495077,91,6,59,16,1,37,NA,8
495101,56,0,4,46,1,96,NA,14
495110,26,0,3,21,2,93,NA,7
495147,130,15,59,41,0,44,33,13
495183,108,8,78,6,16,96,NA,6
495208,16,15,0,0,0,53,NA,20
495217,33,16,4,11,0,73,NA,15
495235,10,9,0,1,0,67,25,5
495244,69,35,21,12,0,100,100,25
495253,41,1,3,33,0,100,100,13
495271,154,4,70,3,2,100,65,6
